Year,COURSE CODE,"1. As a complete and useful guide for the course, the syllabus was: ",2. Relevance of activities and assignments to course goals was:,"3. Relevance of required readings (websites, articles, text, etc.) ",4. The effectiveness of the delivery format was: ,"5. Overall, the course content was: ",COURSE CONTENT,1. Quality and helpfulness of the mentor feedback was: ,2. Timely response by the mentor for inquiries was: ,3. MentorÂs availability for extra help was: ,"4. Overall, the mentor was: ",MENTOR
2023,PSYC6502,5,5,5,5,5,Its Great!,5,5,5,5,Clear and helpful!
2023,RSCH400,4,4,3,3,3, ,4,4,4,4, 
2023,PHYED6101,5,5,5,5,5,course project should be after the final exam,5,5,5,5, 
2023,PSYC6101,3,3,3,3,3, ,3,3,3,3, 
2023,BAMM6202,5,5,5,5,5, ,5,5,5,5, 
2023,HUMSS123,5,5,5,5,5, ,5,5,5,5, 
2023,GE6103,5,5,5,5,5, ,5,5,5,5, 
2023,HUMSS126,5,5,5,5,5, ,5,5,5,5, 
2023,CPAR122,5,5,5,5,5, ,5,5,5,5, 
2023,GE6103,4,4,4,3,4,"For the 13th Week Lesson, Video and Presentation is not working. Video presentation will be very helpful.",4,4,4,4,Thank you :)
2023,FILI112,5,5,5,5,5, ,5,5,5,5, 
2023,GE6107,5,5,5,5,5, ,5,5,5,5, 
2023,HUMSS126,5,5,5,5,5, ,5,5,5,5, 
2023,CHEM122,5,5,5,5,5,Add more example questions for the problem solving ,5,5,5,5, 
2023,PEDH111,3,3,3,3,3, ,3,3,3,3, 
2023,GE6100,3,3,3,3,3, ,3,3,3,3, 
2023,ECON6150,5,5,5,5,5,"I would like to suggest improving the instructional/discussion video's on the module's, such as maybe it should have a video attached where we can see our instructor talking, just to make it feel more interactive in the process of learning online. But overall for this course I am contented with the learning materials provided.  ",5,5,5,5,"I have not yet tried reaching out to my mentor for this specific course, but I do hope that he or she, would respond to my queries regarding the Course Project, and would help me understand the instructions better if I ever find them confusing. Overall I appreciate the effort and time my professor has put into the learning materials in each chapter for this course, as it was explained in a simple way that made it easier for me to understand and have a good online learning experience. "
2023,HUMSS112,5,5,5,5,5, ,5,5,5,5, 
2023,PSYC6301,5,5,5,5,5, ,5,5,5,5, 
2023,PHYC122,3,3,3,3,3, ,3,3,3,3, 
2023,COMM6112,4,4,4,4,4, ,4,4,4,4,did not seek assistance
2023,BP001,5,5,5,5,5,NONE,4,4,4,4,NONE
2023,ITE6201,2,2,3,2,3,Need more improvements in lesson plans and more examples of lessons,3,3,3,3,i find the course project hard because I feel like the relevance between the lessons are very far from what I have to accomplish in my course project. I even subscribed to a program that teaches me how to code and I believe I should have been learning that in this portal. 
2023,GE6100,5,5,5,4,4, ,5,5,5,5, 
2023,GMAT111,5,5,5,5,5, ,5,5,5,5,Good
2023,ENGL4,4,4,4,4,4, ,3,3,3,3,Mentor should be available easily via text/whatsapp/messenger 
2023,GE6115,4,4,4,4,4, ,4,4,4,4, 
2023,ELSC111,5,5,5,5,5, ,5,5,5,5, 
2023,PEDH112,4,4,4,4,4, ,5,5,5,5, 
2023,PSYC6203,5,5,5,5,5, ,5,5,5,5, 
2023,EDUC6201,4,4,4,4,4,More videos to be presented about the topic ,4,3,3,4,Mentor would ask how we are and be more responsive.
2023,PSYC6302,5,5,5,5,5, ,5,5,5,5, 
2023,GE6106,3,3,3,3,3, ,3,3,3,3, 
2023,MATH221,3,4,3,3,3, ,3,3,3,3, 
2023,HUMSS112,5,5,5,5,5, ,5,5,5,5, 
2023,RSCH122,5,5,5,5,5, ,5,5,5,5, 
2023,MACOED7131,4,3,3,3,3,none as of the moment,3,3,3,3,none as of the moment
2023,ELSC111,5,5,4,4,4, ,5,5,5,5, 
2023,GE6115,5,5,5,5,5, ,5,5,5,5,GOOD
2023,GE6103,3,3,3,3,3, ,3,3,3,3, 
2023,GE6114,3,3,3,3,3, ,3,3,3,3, 
2023,GE6114,3,3,3,3,3, ,3,3,3,3, 
2023,GE6106,3,3,3,3,3, ,3,3,3,3, 
2023,ITE6102,5,5,5,5,5, ,5,5,5,5, 
2023,GE6106,3,3,3,3,3, ,3,3,3,3, 
2023,GE6100,4,4,4,4,4, ,4,4,4,4, 
2023,ITE6201,5,5,5,5,5, ,5,5,5,5, 
2023,EDUC6320,5,5,5,5,5, ,5,5,5,5, 
2023,PEDH121,5,5,5,5,5, ,5,5,5,5, 
2023,IT401,5,5,5,5,5,none,5,5,5,5,none
2023,NSCI101,5,5,5,5,5, ,5,5,5,5, 
2023,MGT6267,5,5,5,5,5,Everything excellent ,5,5,5,5,Everything excellent
2023,NSTP6102,5,5,5,5,5, ,5,5,5,5, 
2023,FILI112,5,5,5,5,5, ,5,5,5,5, 
2023,GE6108,5,5,5,5,5,none,5,5,5,5,none
2023,ECON6142,5,5,5,5,5,I have rated everything excellent but only comment the modules are long. I was struggling to combine work and studies but all great,5,5,5,5,I have rated everything excellent but only comment the modules are long. I was struggling to combine work and studies but all great
2023,MGT6267,5,5,5,5,5,There are cases that the questions asked on quizzes and assignments are not covered on the previous given handouts making it difficult for student to answer.,5,5,5,5, 
2023,UCSP111,5,5,5,5,5, ,5,5,5,5, 
2023,IT6256,4,5,5,5,5, ,5,4,4,4, 
2023,GE6104,5,5,5,5,5, ,5,5,5,5, 
2023,GE6104,5,5,5,5,5,Good,5,5,5,5,Good
2023,GE6107,5,5,5,5,5, ,5,5,5,5, 
2023,PSYC6401,5,5,5,5,5,Everything was good. I never thought I'd enjoy doing what most students fear.,5,5,5,5,I can thank Prof. Justjne enough for always being there to guide us. He's just the best!
2023,NSTP6102,5,5,5,5,5, ,5,5,5,5, 
2023,HMRM112,4,3,4,4,4,"None so far, thank you for your hard work :)",4,4,4,4,"None so far, thank you for your hard work :)"
2023,PEDH122,5,5,5,5,5, ,5,5,5,5, 
2023,HUMSS112,5,5,5,5,5, ,5,5,5,5,The video presentations were clear and concise. It was really helpful!
2023,RSCH121,4,4,4,4,4, ,4,4,4,4, 
2023,MEIL122,4,4,4,4,4, ,5,5,5,5, 
2023,CS6105,5,5,5,5,5,I had a great experience. No suggestions so far.,5,5,5,5,Thank you for making this subject more understandable.
2023,GE6116,5,5,5,5,5,GOOD CONTENTS,5,5,5,5,NICE MENTOR
2023,GE6105,4,4,4,4,4, ,4,4,4,4, 
2023,ENGL112,4,4,4,4,4,none,4,4,4,4,none
2023,GE6107,4,3,4,4,4,Some questions are repetetive. Maybe an updated exam form would be better. ,4,4,4,4, 
2023,PSYC6102,5,5,5,5,5, ,5,5,5,5, 
2023,MATH,5,5,5,5,5, ,5,5,5,5, 
2023,HUMSS126,5,5,5,5,5, ,5,5,5,5, 
2023,MAPH4,4,4,4,4,5, ,3,3,3,4, 
2023,GE6100,5,5,5,5,5,everything was smooth,5,5,5,5,everything is well explained
2023,GE6102,5,5,5,5,5,everything was smooth,5,5,5,5,everything was good
2023,STAT112,4,4,4,4,4,none,4,4,4,4,none
2023,GE6100,5,5,5,5,5,everything was smooth,5,5,5,5,everything was good
2023,GE6103,5,5,5,5,5,everything was smooth,5,5,5,5,everything was good
2023,GE6106,5,5,5,5,5,everything was smooth,5,5,5,5,everything was good
2023,GE6107,5,5,5,5,5,everything was smooth,5,5,5,5,everything was good
2023,GE6114,5,5,5,5,5,everything was smooth,5,5,5,5,everything was good
2023,GE6115,5,5,5,5,5,everything was smooth,5,5,5,5,everything was good
2023,GE6116,5,5,5,5,5,everything was smooth,5,5,5,5,everything was good
2023,ENGL6101,5,5,5,5,5, ,5,5,5,5, 
2023,GE6101,5,5,5,5,5, ,5,5,5,5, 
2023,GBIO121,5,5,5,5,5, ,5,5,5,5, 
2023,BAMM6205,4,5,5,4,5, ,4,4,4,4, 
2023,ENGL112,5,5,5,5,5, ,5,5,5,5, 
2023,IT6203,4,4,4,4,4, ,4,4,4,4, 
2023,BESR122,4,4,4,4,4, ,3,3,3,3, 
2023,ENGL102,4,3,4,4,4, ,3,3,3,3, 
2023,CS310,4,4,4,4,4, ,4,4,4,4, 
2023,CPAR122,5,5,5,5,5, ,5,5,5,5, 
2023,BP006,4,5,4,4,4, ,5,5,5,5, 
2023,GE6103,3,3,3,3,3,Please put a presentation po yung naka summarize na ,4,4,4,4, 
2023,STAT112,4,5,4,4,4, ,5,5,5,5,"Sir Franzelino Abella shows willingness to help when students have queries. Thank you, sir!"
2023,GE6116,5,5,5,5,5, ,5,5,5,5, 
2023,ENGL6340,5,5,5,5,5,I'm satisfied. Thank you.,5,5,5,5,I'm satisfied. Thank you and God Bless!
2023,GE6107,4,4,4,4,4, ,4,3,3,4,Thank you
2023,ECON6110,2,2,2,2,2, ,2,2,2,2, 
2023,ITE6102,5,5,5,5,5, ,4,2,2,3, 
2023,UCSP111,5,5,5,5,5,This course have been the most effective out of all courses that I have. From the amount of required reading to its followed activity is actually relevant. The whole course has made learning very effective.,5,5,5,5, 
2023,CS6301,4,4,4,4,4, ,4,4,4,4, 
2023,EDUC6214,5,5,5,5,5,amazing got learn new things,5,5,5,5,improve on sligter on the module more informative. 
2023,FILI6201,3,3,3,3,3, ,3,3,3,3, 
2023,GE6106,4,4,4,4,4, ,4,4,4,4, 
2023,GE6102,4,4,4,4,4, ,4,4,4,4, 
2023,GE6104,4,4,4,4,4, ,4,4,4,4, 
2023,GE6116,4,4,4,4,4, ,4,4,4,4, 
2023,IT212,5,5,5,5,5,The course modules and video presentations were very easy to understand.,5,5,5,5,"Professional, very helpful and easy to approach."
2023,EDUC6230,5,5,5,5,5,amazing learning and formative module,5,5,5,5, 
2023,ENG201,2,2,3,2,2, ,2,2,2,2, 
2023,BAMM6008,5,5,5,5,5,Updated materials can be added.,5,5,5,5,Thank you very much.
2023,IT201,4,4,4,4,4, ,4,4,4,4, 
2023,BAMM6206,5,4,4,5,4,"Just an input if applicable, I think the course project should be given on start or middle of the course/subject so that we can work on in and at the same time learning and we can also apply what we learn while making the project and avoid cramming.",5,4,5,5,Keep it up on being so enthusiastic on teaching us. 
2023,GE6114,5,5,5,5,5,Everything is good and lecture format is user friendly.,5,5,5,5,Lectures provided by Mentor is easy accessible with links provided for further understanding of the given course.
2023,BAHRM6120,4,4,4,4,4,was good,4,4,4,4,Was good
2023,ENG111,5,5,5,5,5, ,5,5,5,5,good
2023,BAHRM6120,4,4,4,4,4,Was good,4,4,4,4,GOOD
2023,BAHRM6120,4,4,4,4,4,Was good,4,4,4,4,Good
2023,CS6203,5,5,4,5,5, ,5,5,5,5, 
2023,MATH231,5,5,5,5,5, ,5,5,5,5, 
2023,CS6105,4,5,4,4,4, ,5,5,5,5, 
2023,PHYED6101,5,5,5,5,5, ,5,5,5,5, 
2023,NSCI6401,5,5,5,5,5, ,5,5,5,5, 
2023,MIS6232,3,3,3,3,3, ,3,3,4,4,"dear prof.

I have noticed that some of the questions in these assessments have incorrect answers and, in some cases, the final answer was not provided at all this has caused confusion and frustration for myself and maybe for other students as well in the subject who are trying to learn and succeed in our studies."
2023,NSTP6102,5,5,5,5,5,So far so good.,5,5,5,5,Excellent!
2023,MBA004,4,5,4,4,4, ,5,5,5,5, 
2023,HUMSS111,3,3,3,3,3, ,3,3,3,3, 
2023,MBA104,5,5,5,5,5,Nothing to add on,5,5,5,5,Excellent Work.  Continue to inspire us 
2023,MKTG6223,5,5,5,5,5, ,5,5,5,5,Excellent.
2023,MIS6223,4,4,4,4,4, ,4,4,4,4, 
2023,BME6370A,3,3,3,3,3,Next improvement is all courses should be unlock even without the completion of the other weeks. So students can have an idea what to expect next.,3,3,3,3,Overall quality in a good state.
2023,IT6300,5,5,5,5,5, ,5,5,5,5, 
2023,GE6102,5,5,5,5,5,wonderful system honestly speaking,5,5,5,5, 
2023,CS6202,4,4,4,4,4, ,3,3,3,3,Did not request Student Concern
2023,GE6103,4,4,4,4,5, ,3,3,3,3, 
2023,GE6114,4,4,4,4,4, ,3,3,3,3, 
2023,GE6106,5,5,5,5,5,none,5,5,5,5,none
2023,GE6100,5,5,5,5,5,Happy to see the availability of different accessible learning materials in all modules. ??,5,5,5,5,Thank you very much.
2023,BP005,5,5,5,5,5, ,5,5,5,5,"
Thank you very much"
2023,ECE231,5,5,5,5,5, ,5,5,5,5, 
2023,GE6107,4,4,4,4,4, ,3,3,3,3, 
2023,RSCH123,5,5,5,4,5, ,5,5,5,5, 
2023,GE6108,5,5,5,5,5, ,5,5,5,5, 
2023,BAMM6307,5,5,5,5,5, ,5,5,5,5, 
2023,IT6202,4,4,4,4,4, ,4,4,4,4, 
2023,GE6100,5,5,5,5,5,Modulated & enthusiastic voice for all video presenters,5,5,5,5,Be consistent
2023,ECE231,5,5,5,5,5, ,5,5,5,5, 
2023,GE6115,5,5,5,5,5, ,5,5,5,5, 
2023,GE6104,4,4,4,4,4, ,4,4,4,4, 
2023,BAMM6302,4,4,3,3,3, ,4,4,4,4, 
2023,GE6114,5,5,5,5,5, ,5,5,5,5, 
2023,GE6103,4,4,4,4,4, ,4,4,4,4, 
2023,GE6116,4,4,3,4,4,Well done,4,4,4,4,Thank you for your effort and for completing the module with such information.
2023,BAMM6305A,5,5,5,5,5, ,5,5,5,5, 
2023,GE6101,2,2,2,2,2, ,2,2,2,2, 
2023,FILI6301,4,4,4,4,4, ,4,4,4,4, 
2023,PSCI6203,5,5,5,5,5,It's fine keep up the good work. The system have flaws so you just need to check the questions every time. Quality control is a must,5,5,5,5,nothing he is a good mentor
2023,BFIN121,4,4,4,4,4, ,5,5,5,5, 
2023,MGT6140A,4,4,4,4,4, ,5,5,5,5, 
2023,GE6300,4,4,4,4,4,na,1,3,3,3, 
2023,GE6107,4,4,4,4,4, ,4,4,4,4, 
2023,HUMSS125,5,5,5,5,5, ,5,5,5,5, 
2023,NSCI6302,5,5,4,4,4, ,4,4,4,4, 
2023,BP001,5,5,5,5,5,lecture is presentable. I am able to understand the discussion.,5,5,5,5,I was able to learn and refresh my knowledge of English Language through this course.
2023,ENGL6102,5,5,5,5,5, ,3,3,4,4, 
2023,PHYC121,3,4,4,2,3, ,3,3,3,3, 
2023,ECON6110,4,3,3,2,3, ,5,5,5,5, 
2023,HUMSS111,5,5,5,5,5, ,5,5,5,5, 
2023,BP001,5,5,5,2,4,Look for a more articulate presenter who can deliver the presentation better,3,3,3,3,Look for a more articulate presenter who can deliver the presentation better
2023,HUMSS111,5,5,5,5,5, ,5,5,5,5, 
2023,GE6101,3,3,3,3,3, ,3,3,3,3,A
2023,GE6106,3,3,3,3,3, ,3,3,3,3, 
2023,BAMM6206,5,4,4,4,4, ,4,4,4,4, 
2023,ETHNS6101,4,4,4,4,4,More interactive activities between mentors and students,4,4,4,4,Course was fine and easy to understand. 
2023,GE6116,5,5,5,5,5, ,5,5,5,5, 
2023,BP008,5,5,5,5,5, ,5,5,5,5, 
2023,PSYC341,4,5,4,4,4,All modules are useful to my studies,5,5,5,5,The professor is very supportive and does assist me all the way to finish this course
2023,ITE6102,3,3,3,3,3,na,3,3,3,3,ba
2023,COMM6112,5,5,4,5,4, ,4,4,4,4, 
2023,MPA7003,5,5,5,5,5,None as of the moment. The Professor and my buddy are highly responsive to my questions and very supportive to my learning.,5,5,5,5,Thank you Professor Eman for your excellent support to my learning activities. Keep up the great job!
2023,PSYC341,5,5,5,5,5, ,5,5,5,5, 
2023,BAMM6301,5,5,5,5,5, ,5,5,5,5, 
2023,HMRM112,4,5,4,5,4, ,5,5,5,5, 
2023,GE6107,3,3,3,3,3, ,3,3,3,3, 
2023,EDUC6320,5,4,5,5,5, ,5,5,5,5, 
2023,MATH232,4,4,4,4,4, ,4,4,4,4, 
2023,GE6101,5,5,5,5,5,Modules are good and very informative.,5,5,5,5,Good presentations and well prepared.
2023,MBA702,5,5,5,5,5,The course are well explained by the speakers.,5,5,5,5,"I like Prof. Cariaso, he explained well the courses and he has always an inspiring quotes at the end of his teachings.  Very well said.  Thank you very much."
2023,COMM6237,4,2,3,3,3,"PLEASE UPDATE CONTENTS, SOME OF MY SCORES ARE LOW DUE TO QUESTIONS THAT ARE NOT INCLUDED IN THE LESSONS",5,5,5,5,"Fast Reponse about the Contents, will report the content to Content Development team"
2023,MBA104,5,5,5,5,5, ,5,5,5,5, 
2023,EDUC6330,5,5,5,5,5,"Thank you AMA University for allowing us to study while working, your modules are very helpful",5,5,5,5,Thank you Sir for guiding us with our course
2023,HUMA111,5,5,5,5,5, ,5,5,5,5, 
2023,GE6107,3,3,3,3,3, ,3,3,3,3, 
2023,GE6107,4,5,5,4,4, ,4,4,4,4, 
2023,PHYED6102,4,4,4,4,4, ,4,4,4,4, 
2023,HUMSS125,5,5,5,5,5, ,5,5,5,5, 
2023,EDUC6214,4,4,4,5,4,I am okay with the platform which is pure online because I am a working and full mom already. ,4,4,4,4,I just hope we can review our previous quizzes so we can easily get to know our errors and make it right on to the final exam.
2023,PSYC6203,5,5,5,5,5,none,5,5,5,5,none
2023,ICT112,5,5,5,5,5, ,5,5,5,5, 
2023,ENGL6213,5,5,5,5,5, ,5,5,5,5, 
2023,EDUC6244,5,5,5,5,5, ,5,5,5,5, 
2023,BAMM6101,5,5,5,5,5,keep up the good work,5,5,5,5,keep up the good work
2023,HUMSS111,5,5,3,2,4,"The new font, compare to the old one, made the text/module harder to read.",5,5,5,5, 
2023,GE6115,4,4,4,4,4, ,3,3,3,3, 
2023,BAMM6202,4,4,4,4,4, ,4,4,4,4, 
2023,MATH,2,2,2,2,2,"please teach from basic to complex, explain as simple as possible ",2,2,2,2,okay lang
2023,PSYC6303,5,5,4,4,4,none so far,3,3,3,3,none so far
2023,RSCH121,5,5,5,5,5, ,5,5,5,5, 
2023,3LP1,5,5,5,5,5, ,5,5,5,5, 
2023,MBA004,4,5,5,4,4, ,5,5,5,5, 
2023,LAW6145,5,5,5,5,5, ,5,5,5,5, 
2023,PHYED6101,5,5,5,5,5, ,5,5,5,5, 
2023,PSYC6203,4,4,4,4,4, ,4,4,4,4, 
2023,PHYED6103,5,5,5,5,5,NONE,5,5,5,5,NONE
2023,ITE6102,5,5,5,5,5, ,5,5,5,5, 
2023,HUMSS125,4,4,4,4,5, ,4,4,4,4, 
2023,MATH6100,4,4,4,4,4,Good,4,4,4,4,Good
2023,EE6100,5,5,5,5,5,All required materials on the course should be given from the start.,5,5,5,5,Well-versed on the subject.
2023,PHYED6102,2,2,2,2,2,Avoid using fill in the blanks when asking question and also the one that you need to arrange the answer this would cause problem to the answer sheet. Instead use a simple choices to answer the question not write them. ,3,3,3,3,Overall quality in a good state
2023,ENGL121,4,4,4,4,4, ,3,3,3,3, 
2023,ECON6150,5,5,5,5,5, ,5,5,5,5, 
2023,BAFM6002A,5,5,5,5,5, ,5,5,5,5, 
2023,GE6115,5,5,5,5,5,NONE,5,5,5,5,NONE
2023,BAFM6002A,5,5,5,5,5,ALL ORGANIZED AND EASY TO UNDERSTAND,5,5,5,5,WELL ORGANIZED 
2023,IT401,5,5,5,5,5, ,5,5,5,5, 
2023,STAT112,3,3,3,3,3, ,3,3,3,3, 
2023,MGT6267,5,5,5,5,5, ,5,5,5,5, 
2023,PSYC6205,5,5,5,5,5, ,5,5,5,5, 
2023,COMM6112,5,5,4,4,5, ,5,5,5,5, 
2023,MATH,3,4,3,4,4, ,4,4,4,4, 
2023,NSTP6101,4,4,4,4,4, ,4,4,4,4, 
2023,GE6115,5,5,5,5,5, ,5,5,5,5, 
2023,HUMA111,5,5,5,5,5, ,5,5,5,5, 
2023,BAHRM6307,5,5,5,5,5, ,5,5,5,5, 
2023,PEDH112,4,5,4,3,4, ,4,5,5,5,Please proof read on modules since there are typos and input proper links since some links are missing specific characters which makes it unable to access.
2023,GE6103,4,4,4,4,4, ,4,4,4,4,THANK YOU!!
2023,DIRR112,4,4,4,4,4, ,4,4,4,4, 
2023,GE6107,4,5,5,5,5,Every lesson should have Video Lecture. Or at least a voice lecture?,4,4,4,5,"We should provide at least the contact details of the Mentor at the beginning of the course (Email, etc.). But overall, it was a good experience."
2023,IT6201,4,4,4,4,4,Improve microphone audio when speaking and fix video playback issues when pausing or replaying videos.,4,4,4,4,Audio for virtual class and lesson videos are too quiet.
2023,GE6103,4,5,4,4,4, ,4,4,4,4, 
2023,ITE6200,5,5,5,5,5, ,5,5,5,5, 
2023,EDUC6320,5,5,5,5,5, ,5,5,5,5, 
2023,ENTR122,4,4,4,4,4, ,4,4,4,4, 
2023,NSCI6100,3,3,3,3,3, ,3,3,3,3, 
2023,ITE6202,4,4,4,4,3, ,3,3,3,3, 
2023,CS6206,3,3,3,3,3, ,3,3,3,3, 
2023,PHYED6101,3,4,4,2,2,the modules had too many pages. ,3,3,3,3, 
2023,NSCI6200,5,5,5,5,5, ,5,5,5,5, 
2023,FILI6101,5,5,5,5,5, ,5,5,5,5, 
2023,PDEV111,3,3,3,3,3, ,3,3,3,3, 
2023,BAHRM6210,5,5,5,5,5, ,5,5,5,5, 
2023,ENG6201,5,5,5,5,5,None so far,5,5,5,5,Well-versed on the subject
2023,COMM6108,5,5,4,5,5, ,5,5,5,5, 
2023,HUMSS111,5,4,4,3,4, ,5,5,5,5, 
2023,FILI6201,5,5,5,5,5,Better allow downloading the module for easier review ,5,5,5,5,Excellent
2023,HPC6248B,5,5,5,5,5, ,5,5,5,5, 
2023,GE6106,5,5,5,5,5, ,5,5,5,5, 
2023,GE6101,5,5,5,5,5,NONE. THANK YOU,5,5,5,5,THANK YOU VERY MUCH.
2023,PHYED6103,5,5,5,5,5,NONE,5,5,5,5,NONE
2023,BAMM6206,5,5,5,5,5, ,5,5,5,5, 
2023,PDEV111,3,3,3,3,3, ,3,3,3,3, 
2023,GE6101,4,4,4,4,4,Too much presentation,3,4,3,4,swift response is needed 
2023,HPC6211,4,4,4,4,4, ,4,4,4,4,None 
2023,PSYC6402,4,4,4,4,4, ,5,5,5,5, 
2023,GE6102,5,5,5,5,5,NONE. Thank you,5,5,5,5,Thank you very much.
2023,EDUC6241,4,4,4,4,4, ,4,4,4,4, 
2023,UCSP111,3,3,3,3,3, ,3,3,3,3, 
2023,RSCH121,5,5,5,5,5, ,5,5,5,5, 
2023,BP001,4,5,5,5,5,NO SUGGESTIONS,5,5,5,5,THANK YOU MENTOR FOR PROVIDING US THE CLEAR DEFINITION OF EACH TOPIC IN THIS MODULE.
2023,PSYC6205,4,4,4,4,4, ,4,4,4,4, 
2023,IT301,3,3,3,3,4, ,3,3,3,4, 
2023,ENGL6222,5,5,5,5,5, ,5,5,5,5, 
2023,ITE6101,4,5,4,4,4, ,5,4,3,5, 
2023,GE6100,5,5,4,5,5, ,5,5,5,5, 
2023,BAFM6006,3,3,3,3,3,All good Thank you,3,3,3,3,All Good Thank you
2023,PEDH112,4,4,4,4,5, ,4,4,4,5, 
2023,CS362,4,4,4,4,4, ,4,4,4,4, 
2023,MBA905,5,5,5,5,5, ,5,5,4,4, 
2023,CS378,4,4,4,4,4, ,4,4,4,4, 
2023,CS379,4,4,4,4,4, ,4,4,4,4, 
2023,NSTP6102,5,5,5,5,5, ,5,5,5,5, 
2023,DIRR112,2,4,3,2,3,something are either not very clear or are mentioned imporperly/worded differently than supposed to,3,3,3,3,did not need mentor
2023,BP002,4,4,4,4,4,too much presentation we must be able to save pdf of each module,4,4,4,4, 
2023,ELSC111,5,5,5,5,5, ,5,5,5,5, 
2023,BAHRM6210,5,5,5,5,5, ,5,5,5,5, 
2023,GE6101,4,4,4,4,4, ,4,4,4,4, 
2023,ELSC111,4,5,5,5,5, ,5,5,5,5, 
2023,GE6103,4,4,4,4,4, ,4,4,4,4, 
2023,PHIL121,5,5,5,5,5, ,5,5,5,5, 
2023,GE6101,4,4,4,4,4,N/,4,4,4,4,I suggest to have a recorded real discussion like the other subjects
2023,PEDH111,3,3,3,3,3, ,3,3,3,3, 
2023,GBIO122,5,5,5,5,5,EXCELLENT,5,5,5,5,EXCELLENT
2023,GE6102,4,4,4,4,4,We should be strict with the spelling. And a Video Lecture is nice to have per lesson.,4,4,4,5,"We should provide at least the contact details of the Mentor at the beginning of the course (Email, etc.). But overall, it was a fun experience."
2023,GE6115,4,4,5,4,4, ,5,5,5,5, 
2023,GE6200,5,5,5,5,5, ,5,5,5,5, 
2023,RSCH122,5,5,5,5,5, ,5,5,5,5, 
2023,RSCH122,5,5,5,5,5, ,5,5,5,5, 
2023,GE6103,3,4,4,3,3,I wish there would be more interaction from the professor or GC with classmates who took the same subject.,3,3,3,3,"So far, no interaction with Mentor."
2023,REM6201,3,3,3,3,3, ,3,3,3,3, 
2023,BP001,5,5,5,5,5, ,4,4,3,3, 
2023,GE6101,3,3,3,3,3,"It would be better to interact with the professor, especially if we have questions like a chat or messenger provided to get a response on time.",3,3,3,3, 
2023,COMM6100,5,5,5,5,5,Keep it up!,5,5,5,5,Keep it up. I enjoyed this subject. Thank you for helping employees like me to continue my studies. 
2023,ETHNS6101,5,5,5,5,5,none,5,5,5,5,none
2023,PHYED6102,5,5,5,5,5, ,5,5,5,5, 
2023,NSCI6100,5,5,5,5,5, ,5,5,5,5, 
2023,PSYC6302,3,3,3,3,3, ,3,3,3,3, 
2023,ITE7108,3,3,3,3,3,More Modules,3,3,3,3, 
2023,PDEV111,3,3,3,3,3, ,3,3,3,3, 
2023,PEDH112,3,3,5,3,3, ,5,5,5,5, 
2023,3LP2,3,3,3,3,3, ,3,3,3,3, 
2023,FILI6301,5,5,5,5,5, ,4,4,4,4, 
2023,GE6103,5,5,5,5,5,I enjoyed the course.,4,4,4,4, 
2023,BAHRM6303,5,5,5,5,5, ,5,5,5,5, 
2023,CYBS6200,3,3,3,3,3, ,3,3,3,3, 
2023,GBIO122,5,5,5,5,5,EXCELLENT ,5,5,5,5,EXCELLENT
2023,ECON6151,5,5,5,5,5, ,5,5,5,5, 
2023,NSCI6100,5,5,5,5,5, ,5,5,5,5, 
2023,MATH6200,5,5,5,5,5,YES,5,5,5,5,YES
2023,GE6106,5,5,5,5,5, ,5,5,5,5, 
2023,GE6114,4,5,4,4,4,reduce repetitive questions,4,4,4,4, 
2023,IT6223,5,5,5,5,5, ,5,5,4,5, 
2023,ICT112,4,5,4,5,4, ,3,5,4,5, 
2023,PSCI6202,5,4,5,5,4, ,4,3,3,4,Good Evening I hope you check our assignments and quizzes thrice a week. Thank you and God Bless.
2023,IT6223,3,3,3,3,3, ,3,3,3,3, 
2023,GE6102,5,5,5,5,5,The presentation is neat and clear,5,5,5,5,The presentation is neat and clear
2023,BP008,3,3,3,3,3,"

",3,3,3,3, 
2023,CS367,5,5,5,5,5, ,5,5,5,5, 
2023,EDUC6245,4,4,4,4,4, ,4,4,4,4, 
2023,GE6101,4,4,4,4,4, ,4,4,4,4, 
2023,GE6105,4,4,4,4,4, ,4,3,3,4, 
2023,GE6116,5,5,5,5,5,ALL GOOD,5,5,5,5,ALL GOOD
2023,PHYED6103,5,5,5,5,5,none,5,5,5,5,none
2023,GE6101,4,4,4,4,4, ,4,4,4,4, 
2023,BAFM6006,5,5,4,4,5,"Since each module per week has very long topics, I recommend having an easy-to-understand format for delivering the topics. Also, arrange and partition the topics and sub-topics visually for learners to be able to navigate the content more efficiently, reducing confusion and enhancing their overall understanding within a shorter timeframe.",3,3,3,3, 
2023,BP003,5,5,5,5,5,Very relevance topic ,5,5,5,5,Overall are good
2023,GE6103,5,5,5,5,5, ,5,5,5,5, 
2023,GE6106,5,5,5,5,5,The Mentor is always attentive and communicates well in every lesson even if it is recorded. My suggestion is to continue the way it is done.,5,5,5,5,The instructor in this course is very helpful and communicates very well with the student even though it is already recorded. I am very happy that I learned a lot.
2023,ACTG6485,5,5,5,5,5,none,5,5,5,5,none
2023,3LP1,4,4,4,4,4, ,4,4,4,4, 
2023,PHSC112,4,4,4,4,4, ,5,5,5,5, 
2023,EDUC421,4,4,3,4,4, ,5,5,4,5,Thank you so much Prof. Kristina Ayongao. 
