Date,Feedback,Department,Category,Type,Feedback_English,English_Cleaned_Feedback,Sentiment Compound,Sentiment Label
2019,I enrolled Amaoed because im always at work and i dont have that much time in going to school Yes i would like to enroll next sem I would recommend it to my family and friend and co-workers.,All Units,Why did you enroll,VOC,I enrolled Amaoed because im always at work and i dont have that much time in going to school Yes i would like to enroll next sem I would recommend it to my family and friend and co-workers.,enrol amaoed im always work dont much time go school yes would like enroll next sem would recommend family friend co worker,0.872,Positive
2019,"I enrolled in AMA Online Education to finish my bachelor degree. Yes, I will still enroll in the next term. I already did recommend AMA OED to relative and friends.",All Units,Why did you enroll,VOC,"I enrolled in AMA Online Education to finish my bachelor degree. Yes, I will still enroll in the next term. I already did recommend AMA OED to relative and friends.",enrol ama online education finish bachelor degree yes still enroll next term already recommend ama oed relative friend,0.8126,Positive
2019,"I prefer to enroll in AMA OED, it is because I wanted my time a more manageable . I am a busy person which I though I could not proceed to tertiary education. Thanks to this great offer and opportunity to people like who need a tertiary education level which is so crucial for today's competitive set up of social preparedness and awareness to education. Yes of course, wanted to proceed next enrollment in the next term. It really helps me a lot so I would recommend AMA OED not just to my relatives and friends but for others who wanted to graduate a degree and need of a little bit flexible time at their convenience.",All Units,Why did you enroll,VOC,"I prefer to enroll in AMA OED, it is because I wanted my time a more manageable . I am a busy person which I though I could not proceed to tertiary education. Thanks to this great offer and opportunity to people like who need a tertiary education level which is so crucial for today's competitive set up of social preparedness and awareness to education. Yes of course, wanted to proceed next enrollment in the next term. It really helps me a lot so I would recommend AMA OED not just to my relatives and friends but for others who wanted to graduate a degree and need of a little bit flexible time at their convenience.",prefer enroll ama oed want time manageable busy person though could proceed tertiary education thanks great offer opportunity people like need tertiary education level crucial today competitive set social preparedness awareness education yes want proceed next enrollment next term really help lot would recommend ama oed relative friend others want graduate degree need little bit flexible time convenience,0.9774,Positive
2019,I enrolled in AMA Online Education to finish my university. Yes I will still enroll in the next term. Yes I would.,All Units,Why did you enroll,VOC,I enrolled in AMA Online Education to finish my university. Yes I will still enroll in the next term. Yes I would.,enrol ama online education finish university yes still enroll next term yes would,0.6597,Positive
2019,im a house wife and want to study while taking care of my family,All Units,Why did you enroll,VOC,im a house wife and want to study while taking care of my family,im house wife want study take care family,0.5423,Positive
2019,I enrolled in AMA Online Education because I think online school fits me better than in a classroom setting. I'm still thinking about whether to apply for college here. I would definitely recommend AMA OED to others especially to those who are tired of doing formal school.,All Units,Why did you enroll,VOC,I enrolled in AMA Online Education because I think online school fits me better than in a classroom setting. I'm still thinking about whether to apply for college here. I would definitely recommend AMA OED to others especially to those who are tired of doing formal school.,enrol ama online education think online school fit good classroom set still think whether apply college would definitely recommend ama oed others especially tire formal school,0.8625,Positive
2019,I want to finish masters and learn thesis making. AMAU OEd provided me with venue to learn. i already recommended this to family and friends. I will continue to recommend.,All Units,Why did you enroll,VOC,I want to finish masters and learn thesis making. AMAU OEd provided me with venue to learn. i already recommended this to family and friends. I will continue to recommend.,want finish master learn thesis make amau oed provide venue learn already recommend family friend continue recommend,0.8176,Positive
2019,"I enrolled in AMA Online Education due work duties also to multitask in studying while working. And I would recommend AMA OED to anyone, since it's very helpful for those people who are working.",All Units,Why did you enroll,VOC,"I enrolled in AMA Online Education due work duties also to multitask in studying while working. And I would recommend AMA OED to anyone, since it's very helpful for those people who are working.",enrol ama online education due work duty also multitask study work would recommend ama oed anyone since helpful people work,0.6486,Positive
2019,I wanted to study at home. Yes I will enroll in the next in the next term. By all means I would.,All Units,Why did you enroll,VOC,I wanted to study at home. Yes I will enroll in the next in the next term. By all means I would.,want study home yes enroll next next term mean would,0.4588,Positive
2019,"I enrolled in AMA Online Education to continue the course that I was not able to finish, and yes I will enroll in the next term until I finish all the subjects. Yes, i will recommend AMA OED with my friends and relatives",All Units,Why did you enroll,VOC,"I enrolled in AMA Online Education to continue the course that I was not able to finish, and yes I will enroll in the next term until I finish all the subjects. Yes, i will recommend AMA OED with my friends and relatives",enrol ama online education continue able finish yes enroll next term finish yes recommend ama oed friend relative,0.8779,Positive
2019,Learning online is very efficient and easy for me as I have a busy schedule daily. I will enroll again next term and will finish my major for sure. I want to recommend AMAOED to my friends and relatives who are so busy on their daily schedule.,All Units,Why did you enroll,VOC,Learning online is very efficient and easy for me as I have a busy schedule daily. I will enroll again next term and will finish my major for sure. I want to recommend AMAOED to my friends and relatives who are so busy on their daily schedule.,learn online efficient easy busy schedule daily enroll next term finish major sure want recommend amaoed friend relative busy daily schedule,0.9305,Positive
2019,I enrolled because I want to continue my studies and get a college degree. This is for sure to be recommended.,All Units,Why did you enroll,VOC,I enrolled because I want to continue my studies and get a college degree. This is for sure to be recommended.,enrol want continue study get college degree sure recommend,0.6249,Positive
2019,"to earn a degree, yes i will enroll next term and recommend AMA OED",All Units,Why did you enroll,VOC,"to earn a degree, yes i will enroll next term and recommend AMA OED",earn degree yes enroll next term recommend ama oed,0.6369,Positive
2019,"*I did enroll AMA Online Education first because I want to pursue my long time dream to finish my degree and AMAOED has this unique platform that designed for a full-time employee like me, that I can be a student by not compromising the schedule of my work for a living and that is really important to me and they made it possible, kodus AMAOED! I am so grateful in this institution for creating this kind of platform. *Yes I will definitely enroll next time for a masteral course. *Yes, I am and always proud of this institution, I will recommend it to them.",All Units,Why did you enroll,VOC,"*I did enroll AMA Online Education first because I want to pursue my long time dream to finish my degree and AMAOED has this unique platform that designed for a full-time employee like me, that I can be a student by not compromising the schedule of my work for a living and that is really important to me and they made it possible, kodus AMAOED! I am so grateful in this institution for creating this kind of platform. *Yes I will definitely enroll next time for a masteral course. *Yes, I am and always proud of this institution, I will recommend it to them.",enroll ama online education first want pursue long time dream finish degree amaoed unique platform design full time employee like compromise schedule work living really important make possible kodus amaoed grateful institution create kind platform yes definitely enroll next time masteral yes always proud institution recommend,0.9778,Positive
2019,I enrolled here because I want to have new experiences and Online Education would be really useful for me. Yes I will still enroll in the next term and hopefully finish this program. I would recommend it to others because some of my friends are working and this program would be really helpful for them.,All Units,Why did you enroll,VOC,I enrolled here because I want to have new experiences and Online Education would be really useful for me. Yes I will still enroll in the next term and hopefully finish this program. I would recommend it to others because some of my friends are working and this program would be really helpful for them.,enrol want new experience online education would really useful yes still enroll next term hopefully finish program would recommend others friend work program would really helpful,0.9514,Positive
2019,Because I want to have a degree even though of a housewife only AMA give the chances like us .who did not finish studies becausw of financial problem and other issues matter. Yis i will to continue to finish it as much as i can.yes i will recommended it because its has flexible time anywhre anytime we can studies and finish it hopelly we have a degree,All Units,Why did you enroll,VOC,Because I want to have a degree even though of a housewife only AMA give the chances like us .who did not finish studies becausw of financial problem and other issues matter. Yis i will to continue to finish it as much as i can.yes i will recommended it because its has flexible time anywhre anytime we can studies and finish it hopelly we have a degree,want degree even though housewife ama give chance like u finish study becausw financial problem issue matter yi continue finish much yes recommend flexible time anywhre anytime study finish hopelly degree,0.8074,Positive
2019,In order to learn more and the need to have a promotion in my current work. I will enroll in the next term because I am willing to finish my studies here at AMA Online Education. I already recommended this school to my family members and friends.,All Units,Why did you enroll,VOC,In order to learn more and the need to have a promotion in my current work. I will enroll in the next term because I am willing to finish my studies here at AMA Online Education. I already recommended this school to my family members and friends.,order learn need promotion current work enroll next term willing finish study ama online education already recommend school family member friend,0.6908,Positive
2019,"I enroll in AMA Online Education because I want to know and experience studying online by my own. Another reason is I'm a professional dancer and working in TV shows, concerts, and many more, also for me to balance my passion, work, and studies. Yes, I will still enroll in the next term. I would gladly recommend AMA OED to my relative, friends, and others.",All Units,Why did you enroll,VOC,"I enroll in AMA Online Education because I want to know and experience studying online by my own. Another reason is I'm a professional dancer and working in TV shows, concerts, and many more, also for me to balance my passion, work, and studies. Yes, I will still enroll in the next term. I would gladly recommend AMA OED to my relative, friends, and others.",enroll ama online education want know experience study online another reason professional dancer working tv show concert many also balance passion work study yes still enroll next term would gladly recommend ama oed relative friend others,0.9201,Positive
2019,"The learning platform and content is effective. Definitely yes, i will still enroll and pursue masters degree in AMA. Even in my first term in AMA last 2016, I already recommended AMA OED to my friends and would love to recommend it again to other friends.",All Units,Why did you enroll,VOC,"The learning platform and content is effective. Definitely yes, i will still enroll and pursue masters degree in AMA. Even in my first term in AMA last 2016, I already recommended AMA OED to my friends and would love to recommend it again to other friends.",learning platform effective definitely yes still enroll pursue master degree ama even first term ama last already recommend ama oed friend would love recommend friend,0.9723,Positive
2019,I decided to enroll in AMA Online Education because I am a full-time employee abroad and AMA gives me an opportunity to study at my own pace without giving up my work. I am planning to enroll at AMA for DBA after finishing my MBA at the other university and would absolutely recommend AMA to my friends and classmate in HighSchool who stop their studies because they have no choice but to work just to support their needs.,All Units,Why did you enroll,VOC,I decided to enroll in AMA Online Education because I am a full-time employee abroad and AMA gives me an opportunity to study at my own pace without giving up my work. I am planning to enroll at AMA for DBA after finishing my MBA at the other university and would absolutely recommend AMA to my friends and classmate in HighSchool who stop their studies because they have no choice but to work just to support their needs.,decide enroll ama online education full time employee abroad ama give opportunity study pace without give work plan enroll ama dba finish mba university would absolutely recommend ama friend classmate highschool stop study choice work support need,0.861,Positive
2019,"to pursue my studies yes, i want to enroll in the next term yes, it is best to recommend to anyone",All Units,Why did you enroll,VOC,"to pursue my studies yes, i want to enroll in the next term yes, it is best to recommend to anyone",pursue study yes want enroll next term yes best recommend anyone,0.9081,Positive
2019,To get a degree with easy access.No I won't enroll. I would recommend AMA to people who have work that is tight on schedule,All Units,Why did you enroll,VOC,To get a degree with easy access.No I won't enroll. I would recommend AMA to people who have work that is tight on schedule,get degree easy access win enroll would recommend ama people work tight schedule,0.8481,Positive
2019,"I enrolled in AMA Online Education to gain new knowledge and for me to qualify for LET and also for a new job. Experiencing the convenience of online education, I'm interested to take also another course like psychology or accountancy, if time permits, maybe i will enroll in the next term.YES, I would definitely encourage others to try AMA OED, because it is really fun.",All Units,Why did you enroll,VOC,"I enrolled in AMA Online Education to gain new knowledge and for me to qualify for LET and also for a new job. Experiencing the convenience of online education, I'm interested to take also another course like psychology or accountancy, if time permits, maybe i will enroll in the next term.YES, I would definitely encourage others to try AMA OED, because it is really fun.",enrol ama online education gain new knowledge qualify let also new job experience convenience online education interested take also another like psychology accountancy time permit maybe enroll next term yes would definitely encourage others try ama oed really fun,0.9633,Positive
2019,"I enrolled in AMA Online Education because it is not time consuming and it is more efficient in my daily life. Yes, I will enroll next term. I would definitely recommend it to anyone that I know because it is flexible.",All Units,Why did you enroll,VOC,"I enrolled in AMA Online Education because it is not time consuming and it is more efficient in my daily life. Yes, I will enroll next term. I would definitely recommend it to anyone that I know because it is flexible.",enrol ama online education time consume efficient daily life yes enroll next term would definitely recommend anyone know flexible,0.891,Positive
2019,"I enrolled because with my schedules and responsibilities at home it was just too hard to handle. Yes, I will enroll again since I plan on finishing my current course. I would totally recommend AMA OED to everyone.",All Units,Why did you enroll,VOC,"I enrolled because with my schedules and responsibilities at home it was just too hard to handle. Yes, I will enroll again since I plan on finishing my current course. I would totally recommend AMA OED to everyone.",enrol schedule responsibility home hard handle yes enroll since plan finish current would totally recommend ama oed everyone,0.624,Positive
2019,"For professional growth..Yes, I would definitely recommend it",All Units,Why did you enroll,VOC,"For professional growth..Yes, I would definitely recommend it",professional growth yes would definitely recommend,0.8591,Positive
2019,"I am currently living in Jakarta with my Indonesian husband and our son. Since I am not getting younger my mom offered to have me finish college using AMA OED program. I am a full time mom therefore I have no time to travel and go to a physical school and finish my degree. Also with me taking class at home, I am able to be a mom and student at the same time. It's less hassle and less expenses. Rather than paying for transportation, going through traffic and expensive uniforms. With AMA OED I am in control with my time. I will be continuing my degree and hopefully graduate here. Also, I would recommend AMA OED to everyone I know who wanted to finish a degree.",All Units,Why did you enroll,VOC,"I am currently living in Jakarta with my Indonesian husband and our son. Since I am not getting younger my mom offered to have me finish college using AMA OED program. I am a full time mom therefore I have no time to travel and go to a physical school and finish my degree. Also with me taking class at home, I am able to be a mom and student at the same time. It's less hassle and less expenses. Rather than paying for transportation, going through traffic and expensive uniforms. With AMA OED I am in control with my time. I will be continuing my degree and hopefully graduate here. Also, I would recommend AMA OED to everyone I know who wanted to finish a degree.",currently live jakarta indonesian husband son since get young mom offer finish college use ama oed program full time mom therefore time travel go physical school finish degree also take class home able mom time less hassle less expense rather pay transportation go traffic expensive uniform ama oed control time continue degree hopefully graduate also would recommend ama oed everyone know want finish degree,0.6557,Positive
2019,I enroll to pursue my degree. Yes of course.,All Units,Why did you enroll,VOC,I enroll to pursue my degree. Yes of course.,enroll pursue degree yes,0.4019,Positive
2019,"I enrolled in AMAOed because traditional college was rather inconvenient to me. I am young entrepreneur seeking business opportunities without sacrificing my education hence the shift to online studies. With utmost honesty, I am not yet inclined into recommending AMAOed with other people since I find the learning materials to be rather inadequate.",All Units,Why did you enroll,VOC,"I enrolled in AMAOed because traditional college was rather inconvenient to me. I am young entrepreneur seeking business opportunities without sacrificing my education hence the shift to online studies. With utmost honesty, I am not yet inclined into recommending AMAOed with other people since I find the learning materials to be rather inadequate.",enrol amaoed traditional college rather inconvenient young entrepreneur seek business opportunity without sacrifice education hence shift online study utmost honesty yet incline recommend amaoed people since find learning material rather inadequate,0.5267,Positive
2019,I just want to have my degree. Yes. Yeah I will recommend it,All Units,Why did you enroll,VOC,I just want to have my degree. Yes. Yeah I will recommend it,want degree yes yeah recommend,0.7717,Positive
2019,"To finish my degree. Yes, I will still enroll, until I finish my term. Yes. I would.",All Units,Why did you enroll,VOC,"To finish my degree. Yes, I will still enroll, until I finish my term. Yes. I would.",finish degree yes still enroll finish term yes would,0.6597,Positive
2019,"Because I'm working full time, and I want to get a degree. Yes, I believe AMA Online Education is convenient. Yes, because of its convenience.",All Units,Why did you enroll,VOC,"Because I'm working full time, and I want to get a degree. Yes, I believe AMA Online Education is convenient. Yes, because of its convenience.",work full time want get degree yes believe ama online education convenient yes convenience,0.6908,Positive
2019,"I enrolled because it was the most convenient platform for me that gave a bachelors degree. Yes, I would still enroll next term and I would recommend AMA OED to those who study and work at the same time.",All Units,Why did you enroll,VOC,"I enrolled because it was the most convenient platform for me that gave a bachelors degree. Yes, I would still enroll next term and I would recommend AMA OED to those who study and work at the same time.",enrol convenient platform give bachelor degree yes would still enroll next term would recommend ama oed study work time,0.6369,Positive
2019,"To be able to gain a degree. Yes, I will recommend.",All Units,Why did you enroll,VOC,"To be able to gain a degree. Yes, I will recommend.",able gain degree yes recommend,0.8225,Positive
2019,"AMAOED is design to those people who dont have the time to go to school daily. Like me, i am OFW and AMAOED is the right system for me to pursue my studies and reach my full potential as individual. Yes, i would like to enroll in next term. Definitely recommended",All Units,Why did you enroll,VOC,"AMAOED is design to those people who dont have the time to go to school daily. Like me, i am OFW and AMAOED is the right system for me to pursue my studies and reach my full potential as individual. Yes, i would like to enroll in next term. Definitely recommended",amaoed design people dont time go school daily like ofw amaoed right system pursue study reach full potential individual yes would like enroll next term definitely recommend,0.9001,Positive
2019,"I wanted to finish my studies while working , yes, I will still enroll the next term , yes , I would recommend AMA OED to everyone since it's very convenient for people like me.",All Units,Why did you enroll,VOC,"I wanted to finish my studies while working , yes, I will still enroll the next term , yes , I would recommend AMA OED to everyone since it's very convenient for people like me.",want finish study work yes still enroll next term yes would recommend ama oed everyone since convenient people like,0.8658,Positive
2019,- I enrolled at AMA Online because I'm currently working but I also want to finish college a degree holder. Taking AMA Online is very helpful in my current situation - Yes - I would recommend it if they are also taking classes while working or other non-degree holders,All Units,Why did you enroll,VOC,- I enrolled at AMA Online because I'm currently working but I also want to finish college a degree holder. Taking AMA Online is very helpful in my current situation - Yes - I would recommend it if they are also taking classes while working or other non-degree holders,enrol ama online currently work also want finish college degree holder take ama online helpful current situation yes would recommend also take class work non degree holder,0.8074,Positive
2019,"I needed to continue school, while also maintaining a schedule flexibility as I work full time. I am currently thinking about continuing my education with AMAOED for my masters degree. Distance learning has worked for me, but may not be for everyone. I normally talk about my experience at AMAOED to people I know would benefit from distance learning and who I think this type of learning would work for. So, yes, I would definitely recommend AMAOED to friends who I think would enjoy learning in a remote setting.",All Units,Why did you enroll,VOC,"I needed to continue school, while also maintaining a schedule flexibility as I work full time. I am currently thinking about continuing my education with AMAOED for my masters degree. Distance learning has worked for me, but may not be for everyone. I normally talk about my experience at AMAOED to people I know would benefit from distance learning and who I think this type of learning would work for. So, yes, I would definitely recommend AMAOED to friends who I think would enjoy learning in a remote setting.",need continue school also maintain schedule flexibility work full time currently think continue education amaoed master degree distance learning work may everyone normally talk experience amaoed people know would benefit distance learning think type learn would work yes would definitely recommend amaoed friend think would enjoy learn remote setting,0.9565,Positive
2019,"For self enhancement. Yes, i would.",All Units,Why did you enroll,VOC,"For self enhancement. Yes, i would.",self enhancement yes would,0.4019,Positive
2019,"When I learned about AMA OED four years ago, I knew it was the perfect opportunity that I have been looking for to continue my studies in college while working as an OFW. It has given me a very good and practical option to gain knowledge and earn a college degree at my own pace without setting aside other priorities. I am always looking forward to any opportunities that AMA OED has to offer so I will consider to enroll to other programs if I got the chance to avail it. Yes. I would definitely recommend AMA OED to any one who wants to pursue their education or to enhance their career growth.",All Units,Why did you enroll,VOC,"When I learned about AMA OED four years ago, I knew it was the perfect opportunity that I have been looking for to continue my studies in college while working as an OFW. It has given me a very good and practical option to gain knowledge and earn a college degree at my own pace without setting aside other priorities. I am always looking forward to any opportunities that AMA OED has to offer so I will consider to enroll to other programs if I got the chance to avail it. Yes. I would definitely recommend AMA OED to any one who wants to pursue their education or to enhance their career growth.",learn ama oed four year ago know perfect opportunity look continue study college work ofw give good practical option gain knowledge earn college degree pace without set aside priority always look forward opportunity ama oed offer consider enroll program get chance avail yes would definitely recommend ama oed one want pursue education enhance career growth,0.9786,Positive
2019,It has the most realistic means for me to finish my college degree. I have already enrolled. Yes.,All Units,Why did you enroll,VOC,It has the most realistic means for me to finish my college degree. I have already enrolled. Yes.,realistic mean finish college degree already enrol yes,0.4019,Positive
2019,"I enroll in this program because i cant go to the school in apersonal problem , maybe if its works for me or if i can study oundestand every lecture.",All Units,Why did you enroll,VOC,"I enroll in this program because i cant go to the school in apersonal problem , maybe if its works for me or if i can study oundestand every lecture.",enroll program cant go school apersonal problem maybe work study oundestand every lecture,-0.4019,Negative
2019,"I decided to enroll in AMA Online Education due to the ff reasons: 1. It is very convenient, less expenses for cost of travel. 2. The mode of instruction to be utilized by AMA is the same with what other open universities are offering. I will absolutely enroll in the next term as I intend to finish the program in AMA OED. Yes, AMA OED is highly recommended.",All Units,Why did you enroll,VOC,"I decided to enroll in AMA Online Education due to the ff reasons: 1. It is very convenient, less expenses for cost of travel. 2. The mode of instruction to be utilized by AMA is the same with what other open universities are offering. I will absolutely enroll in the next term as I intend to finish the program in AMA OED. Yes, AMA OED is highly recommended.",decide enroll ama online education due ff reason convenient less expense cost travel mode instruction utilize ama open university offer absolutely enroll next term intend finish program ama oed yes ama oed highly recommended,0.7645,Positive
2019,I enrolled to AMA online education because I want to finish my studies and only AMA can help me fulfill my dreams. I would highly recommend AMA Oed to my family.,All Units,Why did you enroll,VOC,I enrolled to AMA online education because I want to finish my studies and only AMA can help me fulfill my dreams. I would highly recommend AMA Oed to my family.,enrol ama online education want finish study ama help fulfill dream would highly recommend ama oed family,0.8655,Positive
2019,"I enrolled in AMA online education, because it is convenient for me and my schedule. I will definitely recommend AMA OED to other people.",All Units,Why did you enroll,VOC,"I enrolled in AMA online education, because it is convenient for me and my schedule. I will definitely recommend AMA OED to other people.",enrol ama online education convenient schedule definitely recommend ama oed people,0.6369,Positive
2019,"Lack of Commute, no longer have to go to the main campus and has a flexible time whether when I take the subjects, i can Balance my time between work hours and study hours. I would recommend this Online Education for my Friends, Relatives that are a far from the Overseas to finish and their Degrees.",All Units,Why did you enroll,VOC,"Lack of Commute, no longer have to go to the main campus and has a flexible time whether when I take the subjects, i can Balance my time between work hours and study hours. I would recommend this Online Education for my Friends, Relatives that are a far from the Overseas to finish and their Degrees.",lack commute longer go main campus flexible time whether take balance time work hour study hour would recommend online education friend relatives far overseas finish degree,0.6486,Positive
2019,Yes. until I finish my studies in college. I would recommend AMA OED to the people who needs to study despite of the distance and to the people those who have no choices left but to study in a home-based school.,All Units,Why did you enroll,VOC,Yes. until I finish my studies in college. I would recommend AMA OED to the people who needs to study despite of the distance and to the people those who have no choices left but to study in a home-based school.,yes finish study college would recommend ama oed people need study despite distance people choice leave study home base school,0.6124,Positive
2019,"I enrolled because it is convenient and easy to access. The materials are good. Learning on your own could be challenging, but when given good materials, things could be quite easy. This is actually my third term, and indeed, I will still enroll next term. I intend to graduate soon... I did recommend AMA OEd to my friends and relatives. Two of them already enrolled.",All Units,Why did you enroll,VOC,"I enrolled because it is convenient and easy to access. The materials are good. Learning on your own could be challenging, but when given good materials, things could be quite easy. This is actually my third term, and indeed, I will still enroll next term. I intend to graduate soon... I did recommend AMA OEd to my friends and relatives. Two of them already enrolled.",enrol convenient easy access material good learn could challenge give good material thing could quite easy actually third term indeed still enroll next term intend graduate soon recommend ama oed friend relatives two already enrol,0.9509,Positive
2019,Because I really think that my chosen course would really help on managing my online business. Yes I would still enroll. I would love to recommend AMA OED to my friends and especially to my family. It's very convenient!,All Units,Why did you enroll,VOC,Because I really think that my chosen course would really help on managing my online business. Yes I would still enroll. I would love to recommend AMA OED to my friends and especially to my family. It's very convenient!,really think chosen would really help manage online business yes would still enroll would love recommend ama oed friend especially family convenient,0.9392,Positive
2019,"I enroll at AMA OED because the time for learning is very convenient, you can learn anytime,anywhere as long as you have internet connection. Yes i would recommend AMA OED to my friends and others.",All Units,Why did you enroll,VOC,"I enroll at AMA OED because the time for learning is very convenient, you can learn anytime,anywhere as long as you have internet connection. Yes i would recommend AMA OED to my friends and others.",enroll ama oed time learn convenient learn anytime anywhere long internet connection yes would recommend ama oed friend others,0.8126,Positive
2019,"I saw the feedbacks of the students who enrolled here, I was actually looking where I can enrol and this is perfectly fit with me specially I'm an OFw. And of course I will probally enrol in the next term.",All Units,Why did you enroll,VOC,"I saw the feedbacks of the students who enrolled here, I was actually looking where I can enrol and this is perfectly fit with me specially I'm an OFw. And of course I will probally enrol in the next term.",saw feedback enrol actually look enrol perfectly fit specially ofw probally enrol next term,0.7717,Positive
2019,"I would still enroll, until I finish the course.",All Units,Why did you enroll,VOC,"I would still enroll, until I finish the course.",would still enroll finish,0,Neutral
2019,"I enrolled AMA oed because i want to continue my study while working and i find that AMA oed is the key for my dreams. Yes indeed, i can recommend AMA oed to my friends relatives and other people around me.",All Units,Why did you enroll,VOC,"I enrolled AMA oed because i want to continue my study while working and i find that AMA oed is the key for my dreams. Yes indeed, i can recommend AMA oed to my friends relatives and other people around me.",enrol ama oed want continue study work find ama oed key dream yes indeed recommend ama oed friend relative people around,0.8658,Positive
2019,"I enrolled in AMAOed because it has always been my dream to complete my bachelors degree. Also because this is the only education which is convenient to people whos working for a living. like me. Yes, I will recommend this to friends and I am very interested to enroll on the next term.",All Units,Why did you enroll,VOC,"I enrolled in AMAOed because it has always been my dream to complete my bachelors degree. Also because this is the only education which is convenient to people whos working for a living. like me. Yes, I will recommend this to friends and I am very interested to enroll on the next term.",enrol amaoed always dream complete bachelor degree also education convenient people whos work living like yes recommend friend interested enroll next term,0.9274,Positive
2019,"Nag stop ksi ako pumasok sa regular school. And napag isipan ko at ng parents ko na mag online study nlng muna ako. Pero baka next year pumasok na ko sa regular school, kasabay ko na ksi doon yung mga kapatid ko.",All Units,Why did you enroll,VOC,"I stopped because I went to regular school. And my parents and I thought about going to online study first. But maybe next year I went to regular school, with my brothers and sisters there.",stop go regular school parent think go online study first maybe next year go regular school brother sister,-0.296,Negative
2019,So I can get a second degree while still being employed. Yes I will still enroll. Yes I will recommend this to others.,All Units,Why did you enroll,VOC,So I can get a second degree while still being employed. Yes I will still enroll. Yes I will recommend this to others.,get second degree still employ yes still enroll yes recommend others,0.7845,Positive
2019,To compete and obtain a diploma. Yes I will still continue and enroll onto next term.,All Units,Why did you enroll,VOC,To compete and obtain a diploma. Yes I will still continue and enroll onto next term.,compete obtain diploma yes still continue enroll onto next term,0.4019,Positive
2019,"I enrolled in AMA online because of the the flexibility, even if Im working I would be able to finish it.",All Units,Why did you enroll,VOC,"I enrolled in AMA online because of the the flexibility, even if Im working I would be able to finish it.",enrol ama online flexibility even im working would able finish,0.34,Positive
2019,I enrolled in amaoed because I want to have a diploma even though I'm already a mother. Surely I will enroll next term. In fact I already had a friend who also interested in studying in amaoed because they saw my post in my day,All Units,Why did you enroll,VOC,I enrolled in amaoed because I want to have a diploma even though I'm already a mother. Surely I will enroll next term. In fact I already had a friend who also interested in studying in amaoed because they saw my post in my day,enrol amaoed want diploma even though already mother surely enroll next term fact already friend also interested study amaoed saw post day,0.8442,Positive
2019,I choose to enroll in AMA Online because of its international outlook to support those individual wishes to pursue their dreams to finish school in spite of their hectic schedules at work. I will definitely enroll next term for my MBA. I highly recommend AMA not only to my friends and family but to the community as well.,All Units,Why did you enroll,VOC,I choose to enroll in AMA Online because of its international outlook to support those individual wishes to pursue their dreams to finish school in spite of their hectic schedules at work. I will definitely enroll next term for my MBA. I highly recommend AMA not only to my friends and family but to the community as well.,choose enroll ama online international outlook support individual wish pursue dream finish school spite hectic schedule work definitely enroll next term mba highly recommend ama friend family community well,0.9195,Positive
2019,"To pursue a degree course while working. Yes, I can recommend it.",All Units,Why did you enroll,VOC,"To pursue a degree course while working. Yes, I can recommend it.",pursue degree work yes recommend,0.6369,Positive
2019,"I heard a lot of good internet reviews regarding AMA Online Education. Through reviews, I was attracted to try your online education. Yes. I finished my 1st term just in 66 days. After a week break, I enrolled my 2nd trimester in your Online University. Definitely yes, i would recommend to all my family members and friends who wanted to take online study as well.",All Units,Why did you enroll,VOC,"I heard a lot of good internet reviews regarding AMA Online Education. Through reviews, I was attracted to try your online education. Yes. I finished my 1st term just in 66 days. After a week break, I enrolled my 2nd trimester in your Online University. Definitely yes, i would recommend to all my family members and friends who wanted to take online study as well.",hear lot good internet review regard ama online education review attract try online education yes finish st term day week break enrol nd trimester online university definitely yes would recommend family member friend want take online study well,0.9618,Positive
2019,to finish my studies while i'm looking after my childrens and i know AMA is a good university as well. Yes ofcourse. Yes i'll recommend it to some of my friends who wants to pursue their dreams.,All Units,Why did you enroll,VOC,to finish my studies while i'm looking after my childrens and i know AMA is a good university as well. Yes ofcourse. Yes i'll recommend it to some of my friends who wants to pursue their dreams.,finish study look childrens know ama good university well yes ofcourse yes recommend friend want pursue dream,0.9468,Positive
2019,I am currently working abroad (in Saudi Arabia) and it would be of best interest to have always fall back in the Philippines where employment competition is high. You need to get one step forward from the rest and by enrolling to this MBA program will serve such objective. Aside from that you need to spend each hour into more productive manner and this is just one perfect example. Career advancement is also a key factor in enrolling to the program as it will give me better understanding and good approach in different actions required from me by the company through the learning I will get from the course.,All Units,Why did you enroll,VOC,I am currently working abroad (in Saudi Arabia) and it would be of best interest to have always fall back in the Philippines where employment competition is high. You need to get one step forward from the rest and by enrolling to this MBA program will serve such objective. Aside from that you need to spend each hour into more productive manner and this is just one perfect example. Career advancement is also a key factor in enrolling to the program as it will give me better understanding and good approach in different actions required from me by the company through the learning I will get from the course.,currently work abroad saudi arabia would best interest always fall back philippine employment competition high need get one step forward rest enrol mba program serve objective aside need spend hour productive manner one perfect example career advancement also key factor enrol program give good understanding good approach different action require company learning get,0.9493,Positive
2019,I was able to study anytime and anywhere making it so convenient for an employed person like me. I would definitely recommend AMA oed to my friends.,All Units,Why did you enroll,VOC,I was able to study anytime and anywhere making it so convenient for an employed person like me. I would definitely recommend AMA oed to my friends.,able study anytime anywhere make convenient employed person like would definitely recommend ama oed friend,0.872,Positive
